subplot_name,subplot_id,block_number,plot_number,subplot_number,pair_plot,plot_subplot,first_harvest,second_harvest,third_harvest,fourth_harvest,harvest_1,harvest_2,harvest_3,harvest_4,ManagementFactor:SpringOatPeaIntercrop_2024_NY_biomass_T1,ManagementFactor:SpringOatPeaIntercrop_2024_NY_biomass_T2,ManagementFactor:SpringOatPeaIntercrop_2024_NY_biomass_T3,ManagementFactor:SpringOatPeaIntercrop_2024_NY_biomass_T4
SpringOatPeaIntercrop_2024_NY_68_subplot_3,713941,2,68,3,34_68,68_3,,subplot_3,,,,68_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_69_subplot_1,714555,2,69,1,35_69,69_1,,subplot_1,,,,69_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_69_subplot_2,714557,2,69,2,35_69,69_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_69_subplot_3,714559,2,69,3,35_69,69_3,,,,subplot_3,,,,69_3,,,,1
SpringOatPeaIntercrop_2024_NY_70_subplot_1,714461,2,70,1,35_70,70_1,,subplot_1,,,,70_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_70_subplot_2,714462,2,70,2,35_70,70_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_70_subplot_3,714464,2,70,3,35_70,70_3,,,,subplot_3,,,,70_3,,,,1
SpringOatPeaIntercrop_2024_NY_71_subplot_1,714543,2,71,1,36_71,71_1,subplot_1,,,,71_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_71_subplot_2,714545,2,71,2,36_71,71_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_71_subplot_3,714547,2,71,3,36_71,71_3,,,,subplot_3,,,,71_3,,,,1
SpringOatPeaIntercrop_2024_NY_72_subplot_1,713781,2,72,1,36_72,72_1,subplot_1,,,,72_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_72_subplot_2,713783,2,72,2,36_72,72_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_72_subplot_3,713785,2,72,3,36_72,72_3,,,,subplot_3,,,,72_3,,,,1
SpringOatPeaIntercrop_2024_NY_73_subplot_1,714074,2,73,1,37_73,73_1,,,subplot_1,,,,73_1,,,,1,
SpringOatPeaIntercrop_2024_NY_73_subplot_2,714075,2,73,2,37_73,73_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_73_subplot_3,714076,2,73,3,37_73,73_3,,subplot_3,,,,73_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_74_subplot_1,714519,2,74,1,37_74,74_1,,,subplot_1,,,,74_1,,,,1,
SpringOatPeaIntercrop_2024_NY_74_subplot_2,714521,2,74,2,37_74,74_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_74_subplot_3,714523,2,74,3,37_74,74_3,,subplot_3,,,,74_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_75_subplot_1,713646,2,75,1,38_75,75_1,subplot_1,,,,75_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_75_subplot_2,713648,2,75,2,38_75,75_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_75_subplot_3,713650,2,75,3,38_75,75_3,,,,subplot_3,,,,75_3,,,,1
SpringOatPeaIntercrop_2024_NY_76_subplot_1,714282,2,76,1,38_76,76_1,subplot_1,,,,76_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_76_subplot_2,714284,2,76,2,38_76,76_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_76_subplot_3,714286,2,76,3,38_76,76_3,,,,subplot_3,,,,76_3,,,,1
SpringOatPeaIntercrop_2024_NY_77_subplot_1,714211,2,77,1,39_77,77_1,,,,subplot_1,,,,77_1,,,,1
SpringOatPeaIntercrop_2024_NY_77_subplot_2,714213,2,77,2,39_77,77_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_77_subplot_3,714215,2,77,3,39_77,77_3,subplot_3,,,,77_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_78_subplot_1,713865,2,78,1,39_78,78_1,,,,subplot_1,,,,78_1,,,,1
SpringOatPeaIntercrop_2024_NY_78_subplot_2,713867,2,78,2,39_78,78_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_78_subplot_3,713869,2,78,3,39_78,78_3,subplot_3,,,,78_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_79_subplot_1,714311,2,79,1,40_79,79_1,,,subplot_1,,,,79_1,,,,1,
SpringOatPeaIntercrop_2024_NY_79_subplot_2,714313,2,79,2,40_79,79_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_79_subplot_3,714315,2,79,3,40_79,79_3,subplot_3,,,,79_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_80_subplot_1,714537,2,80,1,40_80,80_1,,,subplot_1,,,,80_1,,,,1,
SpringOatPeaIntercrop_2024_NY_80_subplot_2,714539,2,80,2,40_80,80_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_80_subplot_3,714541,2,80,3,40_80,80_3,subplot_3,,,,80_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_81_subplot_1,714466,2,81,1,41_81,81_1,subplot_1,,,,81_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_81_subplot_2,714468,2,81,2,41_81,81_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_81_subplot_3,714470,2,81,3,41_81,81_3,,,subplot_3,,,,81_3,,,,1,
SpringOatPeaIntercrop_2024_NY_82_subplot_1,713871,2,82,1,41_82,82_1,subplot_1,,,,82_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_82_subplot_2,713873,2,82,2,41_82,82_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_82_subplot_3,713875,2,82,3,41_82,82_3,,,subplot_3,,,,82_3,,,,1,
SpringOatPeaIntercrop_2024_NY_83_subplot_1,714053,2,83,1,42_83,83_1,,,,subplot_1,,,,83_1,,,,1
SpringOatPeaIntercrop_2024_NY_83_subplot_2,714054,2,83,2,42_83,83_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_83_subplot_3,714055,2,83,3,42_83,83_3,subplot_3,,,,83_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_84_subplot_1,714472,2,84,1,42_84,84_1,,,,subplot_1,,,,84_1,,,,1
SpringOatPeaIntercrop_2024_NY_84_subplot_2,714474,2,84,2,42_84,84_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_84_subplot_3,714476,2,84,3,42_84,84_3,subplot_3,,,,84_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_85_subplot_1,713711,2,85,1,43_85,85_1,,,,subplot_1,,,,85_1,,,,1
SpringOatPeaIntercrop_2024_NY_85_subplot_2,713713,2,85,2,43_85,85_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_85_subplot_3,713715,2,85,3,43_85,85_3,subplot_3,,,,85_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_86_subplot_1,714396,2,86,1,43_86,86_1,,,,subplot_1,,,,86_1,,,,1
SpringOatPeaIntercrop_2024_NY_86_subplot_2,714398,2,86,2,43_86,86_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_86_subplot_3,714400,2,86,3,43_86,86_3,subplot_3,,,,86_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_87_subplot_1,714140,2,87,1,44_87,87_1,,,,subplot_1,,,,87_1,,,,1
SpringOatPeaIntercrop_2024_NY_87_subplot_2,714142,2,87,2,44_87,87_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_87_subplot_3,714143,2,87,3,44_87,87_3,subplot_3,,,,87_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_88_subplot_1,713806,2,88,1,44_88,88_1,,,,subplot_1,,,,88_1,,,,1
SpringOatPeaIntercrop_2024_NY_88_subplot_2,713808,2,88,2,44_88,88_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_88_subplot_3,713809,2,88,3,44_88,88_3,subplot_3,,,,88_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_89_subplot_1,714365,2,89,1,45_89,89_1,subplot_1,,,,89_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_89_subplot_2,714367,2,89,2,45_89,89_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_89_subplot_3,714370,2,89,3,45_89,89_3,,,,subplot_3,,,,89_3,,,,1
SpringOatPeaIntercrop_2024_NY_90_subplot_1,714402,2,90,1,45_90,90_1,subplot_1,,,,90_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_90_subplot_2,714404,2,90,2,45_90,90_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_90_subplot_3,714406,2,90,3,45_90,90_3,,,,subplot_3,,,,90_3,,,,1
SpringOatPeaIntercrop_2024_NY_91_subplot_1,714264,2,91,1,46_91,91_1,,,subplot_1,,,,91_1,,,,1,
SpringOatPeaIntercrop_2024_NY_91_subplot_2,714266,2,91,2,46_91,91_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_91_subplot_3,714268,2,91,3,46_91,91_3,,subplot_3,,,,91_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_92_subplot_1,713996,2,92,1,46_92,92_1,,,subplot_1,,,,92_1,,,,1,
SpringOatPeaIntercrop_2024_NY_92_subplot_2,713998,2,92,2,46_92,92_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_92_subplot_3,714000,2,92,3,46_92,92_3,,subplot_3,,,,92_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_93_subplot_1,714122,2,93,1,47_93,93_1,,,,subplot_1,,,,93_1,,,,1
SpringOatPeaIntercrop_2024_NY_93_subplot_2,714123,2,93,2,47_93,93_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_93_subplot_3,714124,2,93,3,47_93,93_3,,subplot_3,,,,93_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_94_subplot_1,714258,2,94,1,47_94,94_1,,,,subplot_1,,,,94_1,,,,1
SpringOatPeaIntercrop_2024_NY_94_subplot_2,714260,2,94,2,47_94,94_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_94_subplot_3,714262,2,94,3,47_94,94_3,,subplot_3,,,,94_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_95_subplot_1,713583,2,95,1,48_95,95_1,,subplot_1,,,,95_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_95_subplot_2,713585,2,95,2,48_95,95_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_95_subplot_3,713587,2,95,3,48_95,95_3,,,,subplot_3,,,,95_3,,,,1
SpringOatPeaIntercrop_2024_NY_96_subplot_1,714525,2,96,1,48_96,96_1,,subplot_1,,,,96_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_96_subplot_2,714527,2,96,2,48_96,96_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_96_subplot_3,714529,2,96,3,48_96,96_3,,,,subplot_3,,,,96_3,,,,1
SpringOatPeaIntercrop_2024_NY_97_subplot_1,714041,2,97,1,49_97,97_1,subplot_1,,,,97_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_97_subplot_2,714042,2,97,2,49_97,97_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_97_subplot_3,714043,2,97,3,49_97,97_3,,,subplot_3,,,,97_3,,,,1,
SpringOatPeaIntercrop_2024_NY_98_subplot_1,713907,2,98,1,49_98,98_1,subplot_1,,,,98_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_98_subplot_2,713909,2,98,2,49_98,98_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_98_subplot_3,713911,2,98,3,49_98,98_3,,,subplot_3,,,,98_3,,,,1,
SpringOatPeaIntercrop_2024_NY_99_subplot_1,714572,2,99,1,50_99,99_1,,subplot_1,,,,99_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_99_subplot_2,714574,2,99,2,50_99,99_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_99_subplot_3,714576,2,99,3,50_99,99_3,,,subplot_3,,,,99_3,,,,1,
SpringOatPeaIntercrop_2024_NY_100_subplot_1,713889,2,100,1,50_100,100_1,,subplot_1,,,,100_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_100_subplot_2,713891,2,100,2,50_100,100_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_100_subplot_3,713893,2,100,3,50_100,100_3,,,subplot_3,,,,100_3,,,,1,
SpringOatPeaIntercrop_2024_NY_101_subplot_1,714044,3,101,1,51_101,101_1,,subplot_1,,,,101_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_101_subplot_2,714045,3,101,2,51_101,101_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_101_subplot_3,714046,3,101,3,51_101,101_3,,,,subplot_3,,,,101_3,,,,1
SpringOatPeaIntercrop_2024_NY_102_subplot_1,714217,3,102,1,51_102,102_1,,subplot_1,,,,102_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_102_subplot_2,714219,3,102,2,51_102,102_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_102_subplot_3,714221,3,102,3,51_102,102_3,,,,subplot_3,,,,102_3,,,,1
SpringOatPeaIntercrop_2024_NY_103_subplot_1,713847,3,103,1,52_103,103_1,subplot_1,,,,103_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_103_subplot_2,713849,3,103,2,52_103,103_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_103_subplot_3,713851,3,103,3,52_103,103_3,,,,subplot_3,,,,103_3,,,,1
SpringOatPeaIntercrop_2024_NY_104_subplot_1,714299,3,104,1,52_104,104_1,subplot_1,,,,104_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_104_subplot_2,714301,3,104,2,52_104,104_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_104_subplot_3,714303,3,104,3,52_104,104_3,,,,subplot_3,,,,104_3,,,,1
SpringOatPeaIntercrop_2024_NY_105_subplot_1,713724,3,105,1,53_105,105_1,,,,subplot_1,,,,105_1,,,,1
SpringOatPeaIntercrop_2024_NY_105_subplot_2,713726,3,105,2,53_105,105_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_105_subplot_3,713728,3,105,3,53_105,105_3,,subplot_3,,,,105_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_106_subplot_1,713919,3,106,1,53_106,106_1,,,,subplot_1,,,,106_1,,,,1
SpringOatPeaIntercrop_2024_NY_106_subplot_2,713921,3,106,2,53_106,106_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_106_subplot_3,713923,3,106,3,53_106,106_3,,subplot_3,,,,106_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_107_subplot_1,713973,3,107,1,54_107,107_1,,subplot_1,,,,107_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_107_subplot_2,713975,3,107,2,54_107,107_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_107_subplot_3,713977,3,107,3,54_107,107_3,,,,subplot_3,,,,107_3,,,,1
SpringOatPeaIntercrop_2024_NY_108_subplot_1,713666,3,108,1,54_108,108_1,,subplot_1,,,,108_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_108_subplot_2,713668,3,108,2,54_108,108_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_108_subplot_3,713670,3,108,3,54_108,108_3,,,,subplot_3,,,,108_3,,,,1
SpringOatPeaIntercrop_2024_NY_109_subplot_1,714561,3,109,1,55_109,109_1,,,subplot_1,,,,109_1,,,,1,
SpringOatPeaIntercrop_2024_NY_109_subplot_2,714563,3,109,2,55_109,109_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_109_subplot_3,714565,3,109,3,55_109,109_3,subplot_3,,,,109_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_110_subplot_1,713756,3,110,1,55_110,110_1,,,subplot_1,,,,110_1,,,,1,
SpringOatPeaIntercrop_2024_NY_110_subplot_2,713758,3,110,2,55_110,110_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_110_subplot_3,713761,3,110,3,55_110,110_3,subplot_3,,,,110_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_111_subplot_1,714077,3,111,1,56_111,111_1,subplot_1,,,,111_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_111_subplot_2,714078,3,111,2,56_111,111_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_111_subplot_3,714079,3,111,3,56_111,111_3,,,subplot_3,,,,111_3,,,,1,
SpringOatPeaIntercrop_2024_NY_112_subplot_1,714131,3,112,1,56_112,112_1,subplot_1,,,,112_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_112_subplot_2,714132,3,112,2,56_112,112_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_112_subplot_3,714133,3,112,3,56_112,112_3,,,subplot_3,,,,112_3,,,,1,
SpringOatPeaIntercrop_2024_NY_113_subplot_1,713823,3,113,1,57_113,113_1,,,subplot_1,,,,113_1,,,,1,
SpringOatPeaIntercrop_2024_NY_113_subplot_2,713825,3,113,2,57_113,113_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_113_subplot_3,713827,3,113,3,57_113,113_3,subplot_3,,,,113_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_114_subplot_1,714378,3,114,1,57_114,114_1,,,subplot_1,,,,114_1,,,,1,
SpringOatPeaIntercrop_2024_NY_114_subplot_2,714380,3,114,2,57_114,114_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_114_subplot_3,714382,3,114,3,57_114,114_3,subplot_3,,,,114_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_115_subplot_1,713627,3,115,1,58_115,115_1,,,,subplot_1,,,,115_1,,,,1
SpringOatPeaIntercrop_2024_NY_115_subplot_2,713629,3,115,2,58_115,115_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_115_subplot_3,713631,3,115,3,58_115,115_3,,subplot_3,,,,115_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_116_subplot_1,714008,3,116,1,58_116,116_1,,,,subplot_1,,,,116_1,,,,1
SpringOatPeaIntercrop_2024_NY_116_subplot_2,714010,3,116,2,58_116,116_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_116_subplot_3,714012,3,116,3,58_116,116_3,,subplot_3,,,,116_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_117_subplot_1,713925,3,117,1,59_117,117_1,,,subplot_1,,,,117_1,,,,1,
SpringOatPeaIntercrop_2024_NY_117_subplot_2,713927,3,117,2,59_117,117_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_117_subplot_3,713929,3,117,3,59_117,117_3,,subplot_3,,,,117_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_118_subplot_1,713685,3,118,1,59_118,118_1,,,subplot_1,,,,118_1,,,,1,
SpringOatPeaIntercrop_2024_NY_118_subplot_2,713687,3,118,2,59_118,118_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_118_subplot_3,713689,3,118,3,59_118,118_3,,subplot_3,,,,118_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_119_subplot_1,714455,3,119,1,60_119,119_1,,,subplot_1,,,,119_1,,,,1,
SpringOatPeaIntercrop_2024_NY_119_subplot_2,714457,3,119,2,60_119,119_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_119_subplot_3,714459,3,119,3,60_119,119_3,subplot_3,,,,119_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_120_subplot_1,714566,3,120,1,60_120,120_1,,,subplot_1,,,,120_1,,,,1,
SpringOatPeaIntercrop_2024_NY_120_subplot_2,714568,3,120,2,60_120,120_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_120_subplot_3,714570,3,120,3,60_120,120_3,subplot_3,,,,120_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_121_subplot_1,713653,3,121,1,61_121,121_1,,subplot_1,,,,121_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_121_subplot_2,713655,3,121,2,61_121,121_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_121_subplot_3,713657,3,121,3,61_121,121_3,,,,subplot_3,,,,121_3,,,,1
SpringOatPeaIntercrop_2024_NY_122_subplot_1,713608,3,122,1,61_122,122_1,,subplot_1,,,,122_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_122_subplot_2,713610,3,122,2,61_122,122_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_122_subplot_3,713612,3,122,3,61_122,122_3,,,,subplot_3,,,,122_3,,,,1
SpringOatPeaIntercrop_2024_NY_123_subplot_1,714508,3,123,1,62_123,123_1,subplot_1,,,,123_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_123_subplot_2,714510,3,123,2,62_123,123_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_123_subplot_3,714511,3,123,3,62_123,123_3,,,subplot_3,,,,123_3,,,,1,
SpringOatPeaIntercrop_2024_NY_124_subplot_1,713913,3,124,1,62_124,124_1,subplot_1,,,,124_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_124_subplot_2,713915,3,124,2,62_124,124_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_124_subplot_3,713917,3,124,3,62_124,124_3,,,subplot_3,,,,124_3,,,,1,
SpringOatPeaIntercrop_2024_NY_125_subplot_1,714095,3,125,1,63_125,125_1,,,subplot_1,,,,125_1,,,,1,
SpringOatPeaIntercrop_2024_NY_125_subplot_2,714096,3,125,2,63_125,125_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_125_subplot_3,714097,3,125,3,63_125,125_3,subplot_3,,,,125_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_126_subplot_1,714294,3,126,1,63_126,126_1,,,subplot_1,,,,126_1,,,,1,
SpringOatPeaIntercrop_2024_NY_126_subplot_2,714296,3,126,2,63_126,126_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_126_subplot_3,714297,3,126,3,63_126,126_3,subplot_3,,,,126_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_127_subplot_1,714359,3,127,1,64_127,127_1,,,subplot_1,,,,127_1,,,,1,
SpringOatPeaIntercrop_2024_NY_127_subplot_2,714361,3,127,2,64_127,127_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_127_subplot_3,714363,3,127,3,64_127,127_3,subplot_3,,,,127_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_128_subplot_1,714056,3,128,1,64_128,128_1,,,subplot_1,,,,128_1,,,,1,
SpringOatPeaIntercrop_2024_NY_128_subplot_2,714057,3,128,2,64_128,128_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_128_subplot_3,714058,3,128,3,64_128,128_3,subplot_3,,,,128_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_129_subplot_1,713853,3,129,1,65_129,129_1,,,subplot_1,,,,129_1,,,,1,
SpringOatPeaIntercrop_2024_NY_129_subplot_2,713855,3,129,2,65_129,129_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_129_subplot_3,713857,3,129,3,65_129,129_3,,subplot_3,,,,129_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_130_subplot_1,713640,3,130,1,65_130,130_1,,,subplot_1,,,,130_1,,,,1,
SpringOatPeaIntercrop_2024_NY_130_subplot_2,713642,3,130,2,65_130,130_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_130_subplot_3,713644,3,130,3,65_130,130_3,,subplot_3,,,,130_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_131_subplot_1,714549,3,131,1,66_131,131_1,,,,subplot_1,,,,131_1,,,,1
SpringOatPeaIntercrop_2024_NY_131_subplot_2,714551,3,131,2,66_131,131_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_131_subplot_3,714553,3,131,3,66_131,131_3,subplot_3,,,,131_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_132_subplot_1,714276,3,132,1,66_132,132_1,,,,subplot_1,,,,132_1,,,,1
SpringOatPeaIntercrop_2024_NY_132_subplot_2,714278,3,132,2,66_132,132_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_132_subplot_3,714280,3,132,3,66_132,132_3,subplot_3,,,,132_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_133_subplot_1,713620,3,133,1,67_133,133_1,,,subplot_1,,,,133_1,,,,1,
SpringOatPeaIntercrop_2024_NY_133_subplot_2,713623,3,133,2,67_133,133_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_133_subplot_3,713625,3,133,3,67_133,133_3,,subplot_3,,,,133_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_134_subplot_1,714235,3,134,1,67_134,134_1,,,subplot_1,,,,134_1,,,,1,
SpringOatPeaIntercrop_2024_NY_134_subplot_2,714237,3,134,2,67_134,134_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_134_subplot_3,714239,3,134,3,67_134,134_3,,subplot_3,,,,134_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_135_subplot_1,713817,3,135,1,68_135,135_1,,,subplot_1,,,,135_1,,,,1,
