subplot_name,subplot_id,block_number,plot_number,subplot_number,pair_plot,plot_subplot,first_harvest,second_harvest,third_harvest,fourth_harvest,harvest_1,harvest_2,harvest_3,harvest_4,ManagementFactor:SpringOatPeaIntercrop_2024_NY_biomass_T1,ManagementFactor:SpringOatPeaIntercrop_2024_NY_biomass_T2,ManagementFactor:SpringOatPeaIntercrop_2024_NY_biomass_T3,ManagementFactor:SpringOatPeaIntercrop_2024_NY_biomass_T4
SpringOatPeaIntercrop_2024_NY_135_subplot_2,713819,3,135,2,68_135,135_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_135_subplot_3,713821,3,135,3,68_135,135_3,,subplot_3,,,,135_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_136_subplot_1,713596,3,136,1,68_136,136_1,,,subplot_1,,,,136_1,,,,1,
SpringOatPeaIntercrop_2024_NY_136_subplot_2,713598,3,136,2,68_136,136_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_136_subplot_3,713600,3,136,3,68_136,136_3,,subplot_3,,,,136_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_137_subplot_1,713532,3,137,1,69_137,137_1,subplot_1,,,,137_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_137_subplot_2,713534,3,137,2,69_137,137_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_137_subplot_3,713536,3,137,3,69_137,137_3,,,subplot_3,,,,137_3,,,,1,
SpringOatPeaIntercrop_2024_NY_138_subplot_1,713877,3,138,1,69_138,138_1,subplot_1,,,,138_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_138_subplot_2,713879,3,138,2,69_138,138_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_138_subplot_3,713881,3,138,3,69_138,138_3,,,subplot_3,,,,138_3,,,,1,
SpringOatPeaIntercrop_2024_NY_139_subplot_1,714059,3,139,1,70_139,139_1,,subplot_1,,,,139_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_139_subplot_2,714060,3,139,2,70_139,139_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_139_subplot_3,714061,3,139,3,70_139,139_3,,,subplot_3,,,,139_3,,,,1,
SpringOatPeaIntercrop_2024_NY_140_subplot_1,713835,3,140,1,70_140,140_1,,subplot_1,,,,140_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_140_subplot_2,713837,3,140,2,70_140,140_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_140_subplot_3,713839,3,140,3,70_140,140_3,,,subplot_3,,,,140_3,,,,1,
SpringOatPeaIntercrop_2024_NY_141_subplot_1,714110,3,141,1,71_141,141_1,subplot_1,,,,141_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_141_subplot_2,714111,3,141,2,71_141,141_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_141_subplot_3,714112,3,141,3,71_141,141_3,,,,subplot_3,,,,141_3,,,,1
SpringOatPeaIntercrop_2024_NY_142_subplot_1,714193,3,142,1,71_142,142_1,subplot_1,,,,142_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_142_subplot_2,714195,3,142,2,71_142,142_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_142_subplot_3,714197,3,142,3,71_142,142_3,,,,subplot_3,,,,142_3,,,,1
SpringOatPeaIntercrop_2024_NY_143_subplot_1,713743,3,143,1,72_143,143_1,,subplot_1,,,,143_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_143_subplot_2,713745,3,143,2,72_143,143_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_143_subplot_3,713748,3,143,3,72_143,143_3,,,,subplot_3,,,,143_3,,,,1
SpringOatPeaIntercrop_2024_NY_144_subplot_1,714408,3,144,1,72_144,144_1,,subplot_1,,,,144_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_144_subplot_2,714410,3,144,2,72_144,144_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_144_subplot_3,714412,3,144,3,72_144,144_3,,,,subplot_3,,,,144_3,,,,1
SpringOatPeaIntercrop_2024_NY_145_subplot_1,713633,3,145,1,73_145,145_1,subplot_1,,,,145_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_145_subplot_2,713635,3,145,2,73_145,145_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_145_subplot_3,713638,3,145,3,73_145,145_3,,,,subplot_3,,,,145_3,,,,1
SpringOatPeaIntercrop_2024_NY_146_subplot_1,714014,3,146,1,73_146,146_1,subplot_1,,,,146_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_146_subplot_2,714016,3,146,2,73_146,146_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_146_subplot_3,714017,3,146,3,73_146,146_3,,,,subplot_3,,,,146_3,,,,1
SpringOatPeaIntercrop_2024_NY_147_subplot_1,713895,3,147,1,74_147,147_1,,subplot_1,,,,147_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_147_subplot_2,713897,3,147,2,74_147,147_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_147_subplot_3,713899,3,147,3,74_147,147_3,,,,subplot_3,,,,147_3,,,,1
SpringOatPeaIntercrop_2024_NY_148_subplot_1,713730,3,148,1,74_148,148_1,,subplot_1,,,,148_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_148_subplot_2,713733,3,148,2,74_148,148_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_148_subplot_3,713735,3,148,3,74_148,148_3,,,,subplot_3,,,,148_3,,,,1
SpringOatPeaIntercrop_2024_NY_149_subplot_1,714484,3,149,1,75_149,149_1,,,subplot_1,,,,149_1,,,,1,
SpringOatPeaIntercrop_2024_NY_149_subplot_2,714486,3,149,2,75_149,149_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_149_subplot_3,714488,3,149,3,75_149,149_3,,subplot_3,,,,149_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_150_subplot_1,714080,3,150,1,75_150,150_1,,,subplot_1,,,,150_1,,,,1,
SpringOatPeaIntercrop_2024_NY_150_subplot_2,714081,3,150,2,75_150,150_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_150_subplot_3,714082,3,150,3,75_150,150_3,,subplot_3,,,,150_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_151_subplot_1,713763,4,151,1,76_151,151_1,,subplot_1,,,,151_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_151_subplot_2,713765,4,151,2,76_151,151_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_151_subplot_3,713767,4,151,3,76_151,151_3,,,subplot_3,,,,151_3,,,,1,
SpringOatPeaIntercrop_2024_NY_152_subplot_1,713949,4,152,1,76_152,152_1,,subplot_1,,,,152_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_152_subplot_2,713951,4,152,2,76_152,152_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_152_subplot_3,713953,4,152,3,76_152,152_3,,,subplot_3,,,,152_3,,,,1,
SpringOatPeaIntercrop_2024_NY_153_subplot_1,714104,4,153,1,77_153,153_1,,,subplot_1,,,,153_1,,,,1,
SpringOatPeaIntercrop_2024_NY_153_subplot_2,714105,4,153,2,77_153,153_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_153_subplot_3,714106,4,153,3,77_153,153_3,,subplot_3,,,,153_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_154_subplot_1,713526,4,154,1,77_154,154_1,,,subplot_1,,,,154_1,,,,1,
SpringOatPeaIntercrop_2024_NY_154_subplot_2,713528,4,154,2,77_154,154_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_154_subplot_3,713530,4,154,3,77_154,154_3,,subplot_3,,,,154_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_155_subplot_1,714513,4,155,1,78_155,155_1,,,subplot_1,,,,155_1,,,,1,
SpringOatPeaIntercrop_2024_NY_155_subplot_2,714515,4,155,2,78_155,155_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_155_subplot_3,714517,4,155,3,78_155,155_3,subplot_3,,,,155_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_156_subplot_1,714134,4,156,1,78_156,156_1,,,subplot_1,,,,156_1,,,,1,
SpringOatPeaIntercrop_2024_NY_156_subplot_2,714136,4,156,2,78_156,156_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_156_subplot_3,714138,4,156,3,78_156,156_3,subplot_3,,,,156_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_157_subplot_1,714223,4,157,1,79_157,157_1,,,subplot_1,,,,157_1,,,,1,
SpringOatPeaIntercrop_2024_NY_157_subplot_2,714225,4,157,2,79_157,157_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_157_subplot_3,714227,4,157,3,79_157,157_3,,subplot_3,,,,157_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_158_subplot_1,714437,4,158,1,79_158,158_1,,,subplot_1,,,,158_1,,,,1,
SpringOatPeaIntercrop_2024_NY_158_subplot_2,714439,4,158,2,79_158,158_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_158_subplot_3,714441,4,158,3,79_158,158_3,,subplot_3,,,,158_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_159_subplot_1,713717,4,159,1,80_159,159_1,subplot_1,,,,159_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_159_subplot_2,713720,4,159,2,80_159,159_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_159_subplot_3,713722,4,159,3,80_159,159_3,,,,subplot_3,,,,159_3,,,,1
SpringOatPeaIntercrop_2024_NY_160_subplot_1,713943,4,160,1,80_160,160_1,subplot_1,,,,160_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_160_subplot_2,713945,4,160,2,80_160,160_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_160_subplot_3,713947,4,160,3,80_160,160_3,,,,subplot_3,,,,160_3,,,,1
SpringOatPeaIntercrop_2024_NY_161_subplot_1,714128,4,161,1,81_161,161_1,,subplot_1,,,,161_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_161_subplot_2,714129,4,161,2,81_161,161_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_161_subplot_3,714130,4,161,3,81_161,161_3,,,,subplot_3,,,,161_3,,,,1
SpringOatPeaIntercrop_2024_NY_162_subplot_1,714071,4,162,1,81_162,162_1,,subplot_1,,,,162_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_162_subplot_2,714072,4,162,2,81_162,162_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_162_subplot_3,714073,4,162,3,81_162,162_3,,,,subplot_3,,,,162_3,,,,1
SpringOatPeaIntercrop_2024_NY_163_subplot_1,714032,4,163,1,82_163,163_1,,,subplot_1,,,,163_1,,,,1,
SpringOatPeaIntercrop_2024_NY_163_subplot_2,714033,4,163,2,82_163,163_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_163_subplot_3,714034,4,163,3,82_163,163_3,subplot_3,,,,163_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_164_subplot_1,714449,4,164,1,82_164,164_1,,,subplot_1,,,,164_1,,,,1,
SpringOatPeaIntercrop_2024_NY_164_subplot_2,714451,4,164,2,82_164,164_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_164_subplot_3,714453,4,164,3,82_164,164_3,subplot_3,,,,164_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_165_subplot_1,713570,4,165,1,83_165,165_1,,,,subplot_1,,,,165_1,,,,1
SpringOatPeaIntercrop_2024_NY_165_subplot_2,713572,4,165,2,83_165,165_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_165_subplot_3,713574,4,165,3,83_165,165_3,subplot_3,,,,165_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_166_subplot_1,713793,4,166,1,83_166,166_1,,,,subplot_1,,,,166_1,,,,1
SpringOatPeaIntercrop_2024_NY_166_subplot_2,713795,4,166,2,83_166,166_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_166_subplot_3,713797,4,166,3,83_166,166_3,subplot_3,,,,166_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_167_subplot_1,713883,4,167,1,84_167,167_1,subplot_1,,,,167_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_167_subplot_2,713885,4,167,2,84_167,167_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_167_subplot_3,713887,4,167,3,84_167,167_3,,,,subplot_3,,,,167_3,,,,1
SpringOatPeaIntercrop_2024_NY_168_subplot_1,713497,4,168,1,84_168,168_1,subplot_1,,,,168_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_168_subplot_2,713499,4,168,2,84_168,168_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_168_subplot_3,713501,4,168,3,84_168,168_3,,,,subplot_3,,,,168_3,,,,1
SpringOatPeaIntercrop_2024_NY_169_subplot_1,714384,4,169,1,85_169,169_1,,subplot_1,,,,169_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_169_subplot_2,714386,4,169,2,85_169,169_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_169_subplot_3,714388,4,169,3,85_169,169_3,,,,subplot_3,,,,169_3,,,,1
SpringOatPeaIntercrop_2024_NY_170_subplot_1,713509,4,170,1,85_170,170_1,,subplot_1,,,,170_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_170_subplot_2,713511,4,170,2,85_170,170_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_170_subplot_3,713513,4,170,3,85_170,170_3,,,,subplot_3,,,,170_3,,,,1
SpringOatPeaIntercrop_2024_NY_171_subplot_1,714353,4,171,1,86_171,171_1,,subplot_1,,,,171_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_171_subplot_2,714355,4,171,2,86_171,171_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_171_subplot_3,714357,4,171,3,86_171,171_3,,,subplot_3,,,,171_3,,,,1,
SpringOatPeaIntercrop_2024_NY_172_subplot_1,714420,4,172,1,86_172,172_1,,subplot_1,,,,172_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_172_subplot_2,714421,4,172,2,86_172,172_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_172_subplot_3,714423,4,172,3,86_172,172_3,,,subplot_3,,,,172_3,,,,1,
SpringOatPeaIntercrop_2024_NY_173_subplot_1,713551,4,173,1,87_173,173_1,,subplot_1,,,,173_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_173_subplot_2,713553,4,173,2,87_173,173_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_173_subplot_3,713555,4,173,3,87_173,173_3,,,,subplot_3,,,,173_3,,,,1
SpringOatPeaIntercrop_2024_NY_174_subplot_1,714089,4,174,1,87_174,174_1,,subplot_1,,,,174_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_174_subplot_2,714090,4,174,2,87_174,174_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_174_subplot_3,714091,4,174,3,87_174,174_3,,,,subplot_3,,,,174_3,,,,1
SpringOatPeaIntercrop_2024_NY_175_subplot_1,713901,4,175,1,88_175,175_1,,,,subplot_1,,,,175_1,,,,1
SpringOatPeaIntercrop_2024_NY_175_subplot_2,713903,4,175,2,88_175,175_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_175_subplot_3,713905,4,175,3,88_175,175_3,,subplot_3,,,,175_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_176_subplot_1,713704,4,176,1,88_176,176_1,,,,subplot_1,,,,176_1,,,,1
SpringOatPeaIntercrop_2024_NY_176_subplot_2,713707,4,176,2,88_176,176_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_176_subplot_3,713709,4,176,3,88_176,176_3,,subplot_3,,,,176_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_177_subplot_1,713659,4,177,1,89_177,177_1,subplot_1,,,,177_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_177_subplot_2,713661,4,177,2,89_177,177_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_177_subplot_3,713663,4,177,3,89_177,177_3,,,,subplot_3,,,,177_3,,,,1
SpringOatPeaIntercrop_2024_NY_178_subplot_1,713967,4,178,1,89_178,178_1,subplot_1,,,,178_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_178_subplot_2,713969,4,178,2,89_178,178_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_178_subplot_3,713971,4,178,3,89_178,178_3,,,,subplot_3,,,,178_3,,,,1
SpringOatPeaIntercrop_2024_NY_179_subplot_1,714169,4,179,1,90_179,179_1,subplot_1,,,,179_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_179_subplot_2,714171,4,179,2,90_179,179_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_179_subplot_3,714173,4,179,3,90_179,179_3,,,subplot_3,,,,179_3,,,,1,
SpringOatPeaIntercrop_2024_NY_180_subplot_1,714425,4,180,1,90_180,180_1,subplot_1,,,,180_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_180_subplot_2,714427,4,180,2,90_180,180_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_180_subplot_3,714429,4,180,3,90_180,180_3,,,subplot_3,,,,180_3,,,,1,
SpringOatPeaIntercrop_2024_NY_181_subplot_1,713698,4,181,1,91_181,181_1,,subplot_1,,,,181_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_181_subplot_2,713700,4,181,2,91_181,181_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_181_subplot_3,713702,4,181,3,91_181,181_3,,,,subplot_3,,,,181_3,,,,1
SpringOatPeaIntercrop_2024_NY_182_subplot_1,713515,4,182,1,91_182,182_1,,subplot_1,,,,182_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_182_subplot_2,713517,4,182,2,91_182,182_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_182_subplot_3,713519,4,182,3,91_182,182_3,,,,subplot_3,,,,182_3,,,,1
SpringOatPeaIntercrop_2024_NY_183_subplot_1,714490,4,183,1,92_183,183_1,subplot_1,,,,183_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_183_subplot_2,714492,4,183,2,92_183,183_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_183_subplot_3,714494,4,183,3,92_183,183_3,,,subplot_3,,,,183_3,,,,1,
SpringOatPeaIntercrop_2024_NY_184_subplot_1,713990,4,184,1,92_184,184_1,subplot_1,,,,184_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_184_subplot_2,713992,4,184,2,92_184,184_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_184_subplot_3,713994,4,184,3,92_184,184_3,,,subplot_3,,,,184_3,,,,1,
SpringOatPeaIntercrop_2024_NY_185_subplot_1,714038,4,185,1,93_185,185_1,,subplot_1,,,,185_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_185_subplot_2,714039,4,185,2,93_185,185_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_185_subplot_3,714040,4,185,3,93_185,185_3,,,,subplot_3,,,,185_3,,,,1
SpringOatPeaIntercrop_2024_NY_186_subplot_1,714390,4,186,1,93_186,186_1,,subplot_1,,,,186_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_186_subplot_2,714392,4,186,2,93_186,186_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_186_subplot_3,714394,4,186,3,93_186,186_3,,,,subplot_3,,,,186_3,,,,1
SpringOatPeaIntercrop_2024_NY_187_subplot_1,714305,4,187,1,94_187,187_1,,,subplot_1,,,,187_1,,,,1,
SpringOatPeaIntercrop_2024_NY_187_subplot_2,714307,4,187,2,94_187,187_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_187_subplot_3,714309,4,187,3,94_187,187_3,subplot_3,,,,187_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_188_subplot_1,714062,4,188,1,94_188,188_1,,,subplot_1,,,,188_1,,,,1,
SpringOatPeaIntercrop_2024_NY_188_subplot_2,714063,4,188,2,94_188,188_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_188_subplot_3,714064,4,188,3,94_188,188_3,subplot_3,,,,188_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_189_subplot_1,713787,4,189,1,95_189,189_1,subplot_1,,,,189_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_189_subplot_2,713789,4,189,2,95_189,189_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_189_subplot_3,713791,4,189,3,95_189,189_3,,,,subplot_3,,,,189_3,,,,1
SpringOatPeaIntercrop_2024_NY_190_subplot_1,713984,4,190,1,95_190,190_1,subplot_1,,,,190_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_190_subplot_2,713986,4,190,2,95_190,190_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_190_subplot_3,713988,4,190,3,95_190,190_3,,,,subplot_3,,,,190_3,,,,1
SpringOatPeaIntercrop_2024_NY_191_subplot_1,714163,4,191,1,96_191,191_1,subplot_1,,,,191_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_191_subplot_2,714165,4,191,2,96_191,191_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_191_subplot_3,714167,4,191,3,96_191,191_3,,,,subplot_3,,,,191_3,,,,1
SpringOatPeaIntercrop_2024_NY_192_subplot_1,714092,4,192,1,96_192,192_1,subplot_1,,,,192_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_192_subplot_2,714093,4,192,2,96_192,192_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_192_subplot_3,714094,4,192,3,96_192,192_3,,,,subplot_3,,,,192_3,,,,1
SpringOatPeaIntercrop_2024_NY_193_subplot_1,714023,4,193,1,97_193,193_1,,,,subplot_1,,,,193_1,,,,1
SpringOatPeaIntercrop_2024_NY_193_subplot_2,714024,4,193,2,97_193,193_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_193_subplot_3,714025,4,193,3,97_193,193_3,,subplot_3,,,,193_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_194_subplot_1,714431,4,194,1,97_194,194_1,,,,subplot_1,,,,194_1,,,,1
SpringOatPeaIntercrop_2024_NY_194_subplot_2,714433,4,194,2,97_194,194_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_194_subplot_3,714435,4,194,3,97_194,194_3,,subplot_3,,,,194_3,,,,1,,
SpringOatPeaIntercrop_2024_NY_195_subplot_1,713557,4,195,1,98_195,195_1,,,,subplot_1,,,,195_1,,,,1
SpringOatPeaIntercrop_2024_NY_195_subplot_2,713559,4,195,2,98_195,195_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_195_subplot_3,713561,4,195,3,98_195,195_3,subplot_3,,,,195_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_196_subplot_1,713775,4,196,1,98_196,196_1,,,,subplot_1,,,,196_1,,,,1
SpringOatPeaIntercrop_2024_NY_196_subplot_2,713777,4,196,2,98_196,196_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_196_subplot_3,713779,4,196,3,98_196,196_3,subplot_3,,,,196_3,,,,1,,,
SpringOatPeaIntercrop_2024_NY_197_subplot_1,713859,4,197,1,99_197,197_1,,subplot_1,,,,197_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_197_subplot_2,713861,4,197,2,99_197,197_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_197_subplot_3,713863,4,197,3,99_197,197_3,,,subplot_3,,,,197_3,,,,1,
SpringOatPeaIntercrop_2024_NY_198_subplot_1,713520,4,198,1,99_198,198_1,,subplot_1,,,,198_1,,,,1,,
SpringOatPeaIntercrop_2024_NY_198_subplot_2,713522,4,198,2,99_198,198_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_198_subplot_3,713524,4,198,3,99_198,198_3,,,subplot_3,,,,198_3,,,,1,
SpringOatPeaIntercrop_2024_NY_199_subplot_1,714335,4,199,1,100_199,199_1,subplot_1,,,,199_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_199_subplot_2,714337,4,199,2,100_199,199_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_199_subplot_3,714339,4,199,3,100_199,199_3,,,,subplot_3,,,,199_3,,,,1
SpringOatPeaIntercrop_2024_NY_200_subplot_1,714229,4,200,1,100_200,200_1,subplot_1,,,,200_1,,,,1,,,
SpringOatPeaIntercrop_2024_NY_200_subplot_2,714231,4,200,2,100_200,200_2,,,,,,,,,,,,
SpringOatPeaIntercrop_2024_NY_200_subplot_3,714233,4,200,3,100_200,200_3,,,,subplot_3,,,,200_3,,,,1